source,question,answer,rating
01_file1,.3169........4..6.6..3.5.......1.....5...4..6.94...72..1..6..5946..59.....9..3...,831692574975841362642375981326917845758234196194586723213768459467159238589423617,10
puzzles0_kaggle,1.....54....2.8.9..47..6.2..8647.3.......2987.923....5..9..76....416..3..53...1.8,128793546365248791947516823586479312431652987792381465219837654874165239653924178,0
puzzles4_forum_hardest_1905,4.8....9..9......63..9..8....1..4..5....7.....3.6...4..8.4.573..4.3...6.....2....,418762593792538416356941827961284375524173689837659241689415732245397168173826954,16
puzzles1_unbiased,8..2.5...64.....1..9....8.6.6..1.4.7.......5..8.4...61...84............4.576.1..8,831265749642978513795134826263519487174386952589427361926843175318752694457691238,0
puzzles1_unbiased,...4...3.4...258..6.....9.1.8.7.2........92...5.1..47.1.2......8..2..6.3....6....,798416532413925867625378941984752316371649285256183479162534798847291653539867124,0
puzzles4_forum_hardest_1905,...7...6.9...8.1...2...........7..4.8..3..7...6......51....73....419..5...283....,381754269956283174427619538215978643849365712763421985198547326634192857572836491,6
puzzles4_forum_hardest_1905,3..49...6..2..6.1..6.......8..64...9..3..8....4....7...38..4..55..8..4.....35..9.,387491256452786913169523847871645329923178564645239781238964175596817432714352698,16
puzzles4_forum_hardest_1905,1....8....3.7..5....7.6..4..1...6.....32..1..52.....9.3..5..7......43..9........8,149358672632794581857162943418976325973285164526431897384529716761843259295617438,59
puzzles0_kaggle,.59.64.3.1..39.2.....78.1...83.5.........1875.6.2...9..2..4.3.7..49.7...81.5...46,259164738178395264346782159783459621492631875561278493925846317634917582817523946,0
puzzles4_forum_hardest_1905,..74...9..1...74..43.6....7...8...7...1..6..4.8..5.3....3..9..62.....5.........2.,567418293918327465432695187395841672721936854684752319153289746279164538846573921,25
puzzles4_forum_hardest_1905,..319........6.1..1..8....48..5...1...7.8...5.....92.8.7..3..4..6.......4..2..5..,743195682982467153156823974829546317617382495534719268275631849368954721491278536,6
puzzles1_unbiased,.9.....1...84....27.5..18.9...8....5.....2.....7.4..61..45.8..3.3.6..5....2.....4,493285716168497352725361849219876435346152978587943261974518623831624597652739184,1
puzzles4_forum_hardest_1905,6...31.8...84......5.9..6........17.7...13..8.....43....9..5.3.1...2.8....6.....2,672531489918467253453982617325896174764213598891754326289645731147329865536178942,8
01_file1,6.....3.2.72......4..6...5.3...4.2.75.....63..2.........54...7..6.81.5...3...54..,658974312972351864413628759391546287547289631826137945285493176764812593139765428,31
puzzles1_unbiased,.....3.27.93....4.6.....9....7...5.....7516.21....6..4.3..82.6.21..7...8.......3.,451963827793528146682417953867234519349751682125896374934182765216375498578649231,0
puzzles1_unbiased,...3....63.....1........2..2..1...89..5.9.6....3.4.5..1......4..587......7.2.3.9.,541328976326479158789561234267135489415897623893642517132986745958714362674253891,0
puzzles4_forum_hardest_1905,4....1....7.6..4.1....4..8...9....1.....3.....5.8..7.6.2...8...5.7.6.8.2..62....5,468321579375689421291745683639574218782136954154892736923458167517963842846217395,67
01_file1,....9....7...4...........17.8..37..6.5.61...........31..13...65.75.....836...8.7.,516792843738146529492853617184237956953614782627985431841379265275461398369528174,5
puzzles4_forum_hardest_1905,.....41....1.2...53...5..7..8.6....94....9.8...9.8.5....2.9..5.9.....7...6...3..2,578934126691827345324156978283675419456319287719482563832791654945268731167543892,26
puzzles4_forum_hardest_1905,...75..4...78..5..2....9..8.2......3.63..89..9......8.3....6..2.8.4...1..1.......,839752146647831529251649738128975463463128957975364281394516872782493615516287394,8
puzzles1_unbiased,..4.1.......7...1..398.2..6..81...9.6.3.9...8....7...2.4.....2...7...6..2...5.4.1,784516239562739814139842576428163795673295148951478362345681927817924653296357481,1
puzzles1_unbiased,2..........35...4284...9.3....4957..62.3..85..........5.1...48.36..8.......7.....,295143678713568942846279135138495726629317854457826391571632489362984517984751263,4
01_file1,7.......2.4....18..2..5.4.7.....3....79.2..4.35...472.5...4..792..97.......3.....,761438952945267183823159467482713695179526348356894721538641279214975836697382514,27
puzzles4_forum_hardest_1905,..8.7..6......85...9........6782..1......4.....2.6.38...63..2.1....1.....7...6.3.,328475169714698523695132748967823415183754692542961387856349271439217856271586934,32
puzzles4_forum_hardest_1905,7..2....9.....8.2.1...3.7.54..5.39....1.4.5...3...7..4.1...56..3...9..57.........,758261439943758126126439785467583912891642573532917864219375648384196257675824391,57
puzzles0_kaggle,.56..4..1.93.827.....1....631...6.2..4.8...97...541.68.7..698.....7.....2...385.9,756394281193682754482157936318976425645823197927541368574269813839715642261438579,0
01_file1,......9.46...9..5....25.36.....6.2..87..32........5.4...3...6.9.....942.2....6.35,752613984634897152981254367345761298879432516126985743413528679568379421297146835,16
puzzles4_forum_hardest_1905,9..4..36.3.46...8..6..8....4....1...7....6....3.74..9..9....8....39...7.6...5...2,982475361374619285561283749426891537719536428835742196297164853153928674648357912,40
puzzles4_forum_hardest_1905,..8.7.2...2......37..2...9...5.6.....8.7..9..1..8.4...6...1..3..3.6..7....4..7..6,468973215529481673713256894245169387386725941197834562672518439931642758854397126,22
puzzles4_forum_hardest_1905,3.6.5.8...5...4.6.7.......9.8.4...2......69......8.1...6..4..7.8.3..7...4..2....1,346952817159874263728613459681439725537126984294785136962341578813597642475268391,38
puzzles4_forum_hardest_1905,..7.1.....1...3.7.5..2..3..4...3..5..9.4...83.....24......86..59..3..8....8.2...6,637514298812693574549278361486139752291457683753862419124786935965341827378925146,41
01_file1,....7...29......34.24.93.7..4....39.5....9..7..732.4.5.1.5......6..142...........,356471982978265134124893576241657398583149627697328415712536849869714253435982761,42
puzzles1_unbiased,.......898..4.7....3.5..........3.5....78.4..7..2.5.68..9...13...2.....65...1....,254631789816497523937528641428163957365789412791245368649872135172354896583916274,2
puzzles1_unbiased,52.......8.4......3.1.6.8...9..1..53..3.45.....7.2...6..6.7...5.1....73....1....4,529784361864231579371569842692817453183645927457923186946378215215496738738152694,0
puzzles4_forum_hardest_1905,54..9.......34....9.3..7...1..7...9.6.......4.5...4..8.6...34....1.7..3....4.12..,547896123216345987983217546134758692698132754752964318869523471421679835375481269,82
puzzles4_forum_hardest_1905,..18.....62..7..5..9...2....6.....3.31..6...5..9...6..17..3.5....2.....3...4...71,741856329623971854895342716467295138318764295259183647174639582982517463536428971,31
puzzles4_forum_hardest_1905,.9...5...6..4...7...4.8...1..6..1.2..5....1..2..9....41....6..2..72..3......3.8..,392715468618423579574689231786541923459362187231978654143856792867294315925137846,5
puzzles4_forum_hardest_1905,9..3.....38...6.9...6...5.......37....39...6.....2....4....1.....86...5...954..81,941385276385276194276419538892163745713954862564728913457831629138692457629547381,70
puzzles1_unbiased,...32..4.9.4.5...2.52.......6.5..87.....7.5...9.8....16...1.9..52.9..6.33........,876329145934156782152487396263591874481672539795834261648213957527948613319765428,0
puzzles1_unbiased,..2..6.......39.6.7.....23...........4.5...8...3.7164.8...4.95...7.65...........8,532716894418239567769458231975684123146523789283971645821347956397865412654192378,1
01_file1,.7..2..54..643.7.2.....53....7.4.5.3........6......42..1865...7....7.....4.3..6..,973126854586439712124785369867241593452893176391567428218654937635978241749312685,42
puzzles4_forum_hardest_1905,6..4.......5.2..3..9...8..........18..7...32.....317.58....6.....1.7.2...4.9.....,632457981785129634194368572356792418917584326428631795879246153561873249243915867,15
puzzles4_forum_hardest_1905,..9.7...64....92..5.....8.....3...2..4.71......3..6..1..19....789.....5.....6....,189275436437689215562431879615394728948712563723856941251943687896127354374568192,30
puzzles4_forum_hardest_1905,.21....8.6...5...3..3..4....8.37..2...9..13..3...4.......4.....9....5.16..5.1.7..,421937685697852143853164279584376921769281354312549867176498532938725416245613798,56
puzzles4_forum_hardest_1905,.....7.5...4.6...38..1..9...482.....1.3...2..25......6.8.4..1......5...9.....3.7.,926347851514968723837125964748296315163584297259731486685479132371852649492613578,6
01_file1,....6..17..9..14.....34.6..14..7..9...3..........9.16......7.4.....3.9...58.143..,534269817689751432271348659145876293963125784827493165392687541416532978758914326,11
puzzles4_forum_hardest_1905,.5...628.8..........41....7..2..........67..2...2..41..9...3...3...5.9....76....1,751346289863972145924185637642591873138467592579238416295813764316754928487629351,46
01_file1,.9..46......2..9..6.......8.89....243.4...8.6......39...2.75.4...6.....3.4.3..2..,598746132417283965623159478189637524374592816265814397832975641956421783741368259,40
puzzles1_unbiased,...52..649..........18......4.2......3.....727.21....821.7..8.3..4....5..8....1..,873521964925346781461897325648273519139485672752169438216754893394618257587932146,0
puzzles4_forum_hardest_1905,1...2.4...9......3.7...6.1...1..5.....97.....3...4...12...8..3....5..1.4...6..2.8,153829476694157823872436519421395687589761342367248951216984735938572164745613298,79
01_file1,.7..384.5............42..73.2..4..5..91.75.2.......8....7.8....25.....3....2..74.,972638415143597286685421973728946351391875624564312897437189562259764138816253749,6
puzzles4_forum_hardest_1905,.29.......85.6....3..5.2.8...2...6...3.6.5.9.....1...7.....6..4.5.9..1....38.1.2.,629384571785169342314572986842793615137625498596418237971236854258947163463851729,25
puzzles4_forum_hardest_1905,...9......5......41....67..23...71.6....3..7.7.....8..5....1.8.8...2.....71.6.2.5,368974521957218364142356798239487156684135972715692843523741689896523417471869235,7
puzzles1_unbiased,..871..4.3..4.6.....1....2.....8.1..........7157....3..7..3..1...96..4..213....9.,698712345325496781741358629934587162862143957157269834476935218589621473213874596,1
puzzles4_forum_hardest_1905,.95.6......8...2..7....8.5..7...1.8...9.4.6.....3....2..7..5.9.....3....1.....4..,295763841638514279741298356372651984519842637486379512867425193954136728123987465,64
puzzles4_forum_hardest_1905,.326....4.8...26..6...1....8..1..2.......9..727..5.19.3..8..4.......3.5.....4....,132685974584792613697314528869137245451269387273458196325871469746923851918546732,17
puzzles4_forum_hardest_1905,.....943...34....18......6..7..1...4.....5..2..62...1..9..5....7....8.....43..1..,127569438963487521845123769372916854419835672586274913298751346731648295654392187,67
puzzles4_forum_hardest_1905,8...7..3......84....435.......63...1..3..7.4...5..4.7....89.....9....2..5.8..3.94,819472536356918427724356918247639851183527649965184372432891765691745283578263194,11
puzzles4_forum_hardest_1905,.1...4.6.3...7...4..4.6.7.....8..9......2......1..7..6..34.2..7..7..6..3.2....54.,712394865369578124854261739436815972975623418281947356193452687547186293628739541,19
puzzles4_forum_hardest_1905,..4.7...65....29...8....1......4653.....37.9...32....7.9..2....1......8...6..3...,924371856561482973387659142279146538618537294453298617795824361132765489846913725,10
puzzles4_forum_hardest_1905,6.......78.4..51..3......8...6..42..7...6...3.8.....6....41.9....9.5.........9.2.,621398547894675132357142689916834275742561893583927461278413956439256718165789324,54
01_file1,..78...4..1...........4..97..97.4.212...1.......92.48.35..9.8......8..7......1..2,597862143412379568683145297839754621245618739176923485354297816921586374768431952,51
01_file1,.2...3..6....81..2..5...3...79....2.3..9..6......5..9.63....7.9.92.....55.7....3.,921543876743681952865279314179864523354912687286357491638125749492738165517496238,12
01_file1,5..2.3..9....8.3.....5...4....3...2.....2...4..8.49..367.4..9.2.5.9....8....5.4..,514273689297684315836591247945367821361825794728149563673418952452936178189752436,4
puzzles4_forum_hardest_1905,.....2.3..8..7.1.....51...8..74...2..5...7..1..4...3..6......9..7.6.5..3..2.9.6..,741862539589374162263519478397451826856237941124986357635128794978645213412793685,5
puzzles4_forum_hardest_1905,.2..57...7.5..1.4.1..3..7...185.....9....3..1.5.9............645...3.9.7......35.,623457198795281643184369725318526479962743581457918236239175864546832917871694352,33
puzzles1_unbiased,.9.......6.7.34.9.5......12....1.537.8........5...2..43...47.2..2..8....1..5.....,892651473617234895534798612246819537983475261751362984365947128429183756178526349,0
puzzles4_forum_hardest_1905,.....8.4...71.....3...4.1..9...3..1..6.2..7.3.....59....2...8..7...8...1.5.6...9.,195728346487163529326549178978436215564291783231875964612954837749382651853617492,27
puzzles4_forum_hardest_1905,.3...7.9...5...2..1...8...6...4.8..1....6....8..7.1....2.8..3....9..3.5.3...4...7,238617495675934218194582736563428971917365824842791563721856349489173652356249187,7
puzzles4_forum_hardest_1905,2.4..57.....8.7.......2...5............1..9..9.5..4.6..2....6...3....47.4.7..6..9,284915736153867294796423815841679352362158947975234168529741683638592471417386529,12
puzzles4_forum_hardest_1905,.1.5..6.7....4.9....3..7..8....8......17..5.4.6.....9..35..4...1..6..3.5.76....2.,819523647752846913643917258497285136321769584568431792235174869184692375976358421,23
puzzles4_forum_hardest_1905,.1.............43.4.87....65.6.7...22.16......4...2....5..6..9....85.2..8.2..7..5,315496827679528431428713956536974182281635749947182563754261398163859274892347615,54
01_file1,..8.5....1........3..9...2...2..785.7.....4.9...48...2...8.97....7.25...59..4..8.,478251693129638547356974128642397851783512469915486372234869715867125934591743286,10
puzzles4_forum_hardest_1905,.84.7..9.1.......7.6...94...23.8...96......8..1...52....6..2.7..7..3.9....1.....3,584273691192468357367519428723684519659321784418795236936842175875136942241957863,46
01_file1,4.......7....94......5..2..3..6..45...5.38....6....1...3.4..62.2....3..4.......31,418326597526794318793581246382617459145938762967245183831479625259163874674852931,20
01_file1,.7..2.......83.1...3.1.72.......142...3.827......4..389.5...31..1.4...7.......8..,178624593296835147534197286689371425453982761721546938945768312812453679367219854,38
puzzles4_forum_hardest_1905,..4...2..2...3...6.1.....9...3..7..2...9.5.3.8...6.7..7....8..5.8.1.......2.7.4..,534689271279431856618752394963847512427915638851263749746398125385124967192576483,24
